8
22.5123	73.5918
22.4999	66.0442
30.006	70.0432
37.7123	65.9087
74.9899	68.346
56.6843	57.9914
58.3914	37.9911
58.8919	16.9886
8
22.65	73.7129
22.5349	66.1026
30.0938	70.1074
37.8419	65.8317
74.9429	68.3727
56.8566	57.8895
58.4789	37.8925
58.7266	16.9203
8
22.8071	73.7767
22.6209	66.1673
30.2194	70.142
37.9754	65.8288
74.971	68.423
57.0062	57.7639
58.485	37.7838
58.5643	16.9176
11
23.0426	73.7709
22.7413	66.2341
30.3762	70.1632
38.1057	65.8802
75.0495	68.4881
57.1261	57.6129
58.4341	37.672
58.4068	16.9619
22.3765	73.9205
30.0123	69.7072
57.614	58.0398
11
23.3184	73.7124
22.8853	66.301
30.5663	70.1862
38.2285	65.9716
75.1618	68.5626
57.2166	57.4373
58.3435	37.5608
58.255	17.04
22.2665	73.9015
30.0672	69.7451
57.7358	58.0451
16
23.5412	73.6206
23.0455	66.3662
30.7648	70.1837
38.3412	66.0926
75.2968	68.6429
57.3004	57.2554
58.2251	37.4523
58.1091	17.1425
22.2527	73.9118
30.1416	69.8165
57.7987	57.9872
22.5229	73.5564
29.9602	69.5552
37.7167	66.2258
74.9898	70.6906
57.1478	37.9972
16
23.6672	73.5065
23.2169	66.4285
30.9602	70.1447
38.4659	66.2328
75.447	68.7267
57.3798	57.0704
58.087	37.3477
57.969	17.2629
22.1894	74.2605
30.438	70.0438
57.8158	57.887
22.7846	73.569
29.9576	69.2041
37.8667	66.2134
74.9414	70.8059
57.1004	37.9364
18
23.6891	73.4254
23.3967	66.4861
31.1679	70.0664
38.6008	66.3938
75.6075	68.8126
57.4356	56.9092
57.9347	37.2476
57.8346	17.3965
22.1982	74.4673
30.67	70.1813
57.7987	57.7596
23.0289	73.5648
30.0048	69.0048
38.0114	66.2652
74.9664	70.8463
57.0894	37.8316
37.6686	65.8078
75.04	71.9064
18
23.6794	73.385
23.5688	66.5229
31.3327	69.9712
38.6982	66.5533
75.7749	68.8997
57.4472	56.8563
57.7723	37.1526
57.7057	17.5404
22.2583	74.5646
30.8241	70.2518
57.7561	57.6158
23.2305	73.5605
30.084	68.92
38.165	66.3727
75.0394	70.8355
57.1057	37.6987
37.6423	65.6886
75.1323	71.822
20
23.7908	73.3208
23.6373	66.5245
31.4119	69.8939
38.7756	66.6716
75.9469	68.9873
57.4324	56.8822
57.6037	37.0621
57.5827	17.6925
22.3497	74.5852
30.9369	70.2582
57.6955	57.4657
23.3151	73.5892
30.1804	68.9153
38.2731	66.4519
74.9662	70.5008
57.1408	37.5499
37.6552	65.3436
75.2497	71.7374
37.7751	66.0553
74.842	71.4042
31
23.9099	73.2593
23.6163	66.5135
31.4254	69.8392
38.8557	66.7531
76.1222	69.0753
57.391	56.934
57.4446	36.9637
57.4667	17.852
22.4596	74.5525
31.0059	70.2141
57.6388	57.3479
23.3698	73.6113
30.3144	68.955
38.3532	66.4984
74.9519	70.2091
57.1775	37.41
37.6961	65.1157
75.4716	71.6289
37.8755	66.1969
74.7375	71.4607
37.6425	65.754
75.0296	71.8461
22.4894	73.6625
22.5199	65.915
29.9601	69.0239
37.7131	73.6087
37.7248	66.0583
59.1808	78.0046
55.7445	58.0139
59.1273	38.0123
58.8045	16.9901
31
23.96	73.2338
23.535	66.4989
31.4088	69.7934
38.93	66.8072
76.2997	69.1632
57.3093	56.9223
57.3577	36.8352
57.3683	18.0191
22.5803	74.4843
31.0176	70.147
57.6447	57.3418
23.4394	73.5937
30.6475	68.8048
38.4841	66.5378
75.0063	69.993
57.1913	37.3413
37.7643	64.9827
75.7785	71.3875
38.0855	66.4331
74.6738	71.2098
37.5912	65.4252
75.1379	71.8578
22.4424	73.6419
22.7128	65.8488
29.6204	68.9941
37.8575	73.5594
37.5308	66.0971
59.2173	78.0218
55.9146	58.1042
58.9843	38.0902
58.8074	16.9335
32
23.9675	73.2284
23.4478	66.4984
31.3916	69.7456
39.0543	66.8925
76.4787	69.251
57.2539	56.8944
57.3479	36.7189
57.3368	18.1203
22.7077	74.394
30.973	70.0781
57.6663	57.3563
23.4979	73.5406
30.9001	68.7736
38.6999	66.5121
75.1081	69.8332
57.2102	37.3124
37.911	64.7912
76.0295	71.1641
38.1435	66.6561
74.6767	70.9906
37.5474	65.251
75.2521	71.8253
22.3786	73.7902
22.8928	65.8478
29.4425	69.0161
38.0209	73.5205
37.3609	66.1156
59.1825	78.0001
56.0819	58.1239
58.8335	38.1036
58.7553	16.9368
22.5856	73.302
36
23.9825	73.2146
23.4528	66.5049
31.3771	69.7084
39.1794	67.0022
76.6588	69.3385
57.2512	56.8925
57.364	36.6645
57.348	18.1281
22.8542	74.3047
30.9225	70.013
57.6647	57.3389
23.4883	73.4842
31.0734	68.8201
38.7668	66.4069
75.2425	69.7152
57.2488	37.265
38.0754	64.6613
76.2308	70.9568
38.1822	66.7865
74.7353	70.8078
37.5357	65.2215
75.3688	71.7502
22.2003	74.033
23.0571	65.8952
29.3814	69.0669
38.1975	73.4915
37.3107	66.1519
59.1004	77.9525
56.2445	58.093
58.6796	38.0711
58.6674	16.9808
22.786	73.0219
37.7213	74.2159
57.6942	78.0574
57.1882	58.0543
57.3843	37.9219
37
24.0038	73.2007
23.5216	66.5052
31.3638	69.6924
39.2184	67.0483
76.8398	69.4257
57.2802	56.9052
57.3901	36.6515
57.3806	18.0705
23.0133	74.2044
30.9075	69.9864
57.6524	57.3058
23.464	73.5028
31.1842	68.9177
38.7497	66.341
75.3991	69.6286
57.2951	37.1852
38.205	64.6352
76.3962	70.759
38.247	66.835
74.8328	70.6524
37.5658	65.2583
75.4861	71.6456
22.1266	74.162
23.2012	65.9737
29.3995	69.1345
38.3831	73.4738
37.342	66.196
58.9867	77.8878
56.4013	58.0259
58.5254	38.0061
58.5562	17.0525
23.003	72.8373
37.7871	74.222
57.6328	78.0729
57.228	58.0659
57.4442	37.7933
22.5649	73.3936
43
23.9997	73.2036
23.552	66.5203
31.3563	69.6963
39.1923	67.0402
77.0204	69.5109
57.3053	56.9056
57.4267	36.613
57.4124	17.9727
23.1583	74.0895
30.9173	70.007
57.6603	57.2947
23.489	73.5197
31.2456	69.0453
38.6879	66.3233
75.5707	69.5655
57.3327	37.1083
38.3028	64.6836
76.5354	70.5664
38.3215	66.8225
74.9573	70.5174
37.6261	65.3366
75.6032	71.5206
22.1296	74.2247
23.312	66.0542
29.471	69.2116
38.5605	73.484
37.428	66.2433
58.852	77.8117
56.5505	57.9326
58.3727	37.9178
58.4299	17.1431
23.1968	72.7519
37.8781	74.1781
57.5776	78.0171
57.2681	58.0078
57.4895	37.681
22.63	73.3254
22.5114	73.7415
22.5325	73.9679
22.4859	66.3335
29.9927	70.2528
75.013	71.9273
56.2942	17.0107
43
23.9897	73.2098
23.5599	66.5979
31.3582	69.7291
39.1238	66.9949
77.121	69.5547
57.314	56.8926
57.4726	36.5174
57.4104	17.9403
23.2828	73.9965
30.9396	70.0477
57.69	57.3102
23.5101	73.4726
31.2664	69.1764
38.6163	66.3282
75.7524	69.5205
57.354	37.0405
38.3757	64.7826
76.6549	70.3764
38.3795	66.7893
75.1007	70.3974
37.7067	65.4416
75.7238	71.3789
21.9702	74.5201
23.3742	66.0926
29.5788	69.2939
38.6352	73.5119
37.5505	66.2921
58.7034	77.7281
56.6874	57.8197
58.224	37.8132
58.294	17.2466
23.3516	72.7516
37.9841	74.0994
57.5293	77.9133
57.314	57.9056
57.5243	37.5988
22.6964	72.9347
22.5373	73.4041
22.5426	74.2688
22.4105	66.2987
29.9717	70.3261
75.1387	71.8427
56.4577	17.1234
43
24.0112	73.2049
23.5623	66.6817
31.3805	69.8139
39.0322	66.9264
77.1271	69.5546
57.3233	56.8931
57.5157	36.4197
57.3978	17.9856
23.3573	73.9736
30.947	70.078
57.7159	57.3169
23.4873	73.4207
31.251	69.2775
38.5706	66.3025
75.941	69.4893
57.3801	36.9656
38.4295	64.9155
76.7582	70.1886
38.3915	66.7994
75.2571	70.2889
37.8011	65.5626
75.8466	71.2251
21.8296	74.7474
23.4099	66.1134
29.711	69.3786
38.6187	73.524
37.6966	66.3423
58.5455	77.6395
56.801	57.6907
58.0952	37.7017
58.1519	17.3589
23.473	72.8015
38.0972	73.9969
57.4877	77.7773
57.3766	57.7828
57.5315	37.5368
22.8175	72.625
22.6283	73.2156
22.6793	74.4145
22.4266	66.2879
30.0221	70.3545
75.2596	71.7372
56.616	17.2444
46
24.0474	73.2112
23.5561	66.7266
31.4308	69.9267
38.9436	66.847
77.0777	69.5122
57.3362	56.911
57.5483	36.3521
57.4003	18.0345
23.4032	74.0018
30.9182	70.0867
57.7498	57.2871
23.4579	73.401
31.2072	69.3569
38.5464	66.2641
76.134	69.469
57.3985	36.9372
38.4691	65.0705
76.8391	70.0192
38.3663	66.8284
75.4225	70.1888
37.9044	65.6888
75.9689	71.064
21.7879	74.8593
23.4381	66.1503
29.8599	69.4642
38.5523	73.5084
37.8527	66.397
58.3815	77.5475
56.883	57.5487
58.0341	37.6001
58.0068	17.4768
23.5597	72.8504
38.2013	73.8896
57.4524	77.6196
57.4476	57.6754
57.4588	37.4797
22.9391	72.4466
22.7571	73.0977
22.8137	74.4628
22.2502	66.2805
30.119	70.3507
75.3787	71.6163
56.7961	17.3877
22.5923	73.666
22.7123	66.2561
56.182	16.9936
46
24.0693	73.2459
23.5469	66.7449
31.4742	70.0292
38.8876	66.7664
77.0235	69.4
57.3449	56.9287
57.5664	36.3283
57.3999	18.0121
23.4483	74.0297
30.8897	70.0665
57.8268	57.2075
23.44	73.4414
31.1502	69.4446
38.5451	66.2479
76.3256	69.4564
57.3932	36.9021
38.4989	65.239
76.8766	69.9376
38.3266	66.8526
75.5941	70.0952
38.0102	65.8039
