0	3
5.01225	87.1988	0.612744	0.783085
69.9983	86.8382	-0.0836049	0.24349
72.0155	47.5447	0.777095	0.226682
1	15
5.79585	87.2818	0.860914	-0.264986
69.0594	86.6616	-1.23179	0.030869
71.9871	47.1693	-0.447007	-0.658455
69.2852	85.9956	-0.886312	-0.432041
69.4857	87.2429	-0.780171	-0.607046
70.0917	87.9534	-0.0754027	-0.0659592
5.34136	88.7818	1.85303	-0.752527
70.1243	86.9716	0.0406697	-0.0442822
69.8338	88.7016	-0.7197	-0.679473
69.9914	86.1435	-0.173368	-0.780766
4.9665	88.9338	-1.6748	1.09318
70.0002	87.5166	0.00979666	-1.04984
100.008	63.7867	0.392612	-0.439309
71.9969	48.0781	-0.155304	0.72817
45.0157	6.9847	0.783971	-0.315746
2	24
6.73109	87.0533	0.979095	-0.159673
67.9146	86.6196	-1.07433	-0.0678937
71.4134	46.45	-0.643426	-0.741438
68.3286	85.9264	-0.975667	0.124363
68.9744	86.4258	-0.433332	-0.833682
70.7998	87.6757	-0.00181835	-0.480777
6.4723	88.2098	0.804332	-0.578712
69.8771	86.214	-0.494213	-1.08819
68.8736	88.309	-1.02902	-0.307272
69.3174	85.8797	-1.031	-0.123065
4.58746	89.071	0.429583	-0.384776
69.5812	86.6683	-1.20294	-0.791908
99.6709	63.2973	-0.724811	-0.466749
71.3689	48.2269	-0.845985	-0.189095
45.7264	6.40757	0.639978	-0.734472
69.1667	87.1577	-0.732023	-0.833472
70.1804	88.3511	-0.0266536	-0.257916
70.0548	87.6173	-0.0797734	-0.918508
69.9934	86.6967	0.00916086	0.366831
13.7195	55.0104	-0.0436759	0.520415
69.9938	88.8169	-0.310948	0.596562
71.9859	47.7625	-0.70459	0.453861
70.0087	18.3638	0.432777	-0.831267
45.0068	8.41105	0.338198	0.882628
3	34
7.73028	86.9759	1.01871	-0.0368306
66.8556	86.5654	-1.07613	-0.0260002
70.5969	45.9896	-0.945515	-0.193153
67.3144	86.0653	-1.1351	0.0553723
67.7943	86.3625	-1.17042	0.164461
70.6842	87.1238	1.21108	-1.17039
7.27315	87.6177	0.775991	-0.617557
69.1986	85.6582	-0.852026	-0.157617
67.8819	88.0047	-0.975895	-0.303105
68.3156	85.6799	-1.02307	-0.0329353
5.23815	88.5583	0.762185	-0.572856
68.7142	86.24	-0.653574	-0.143188
98.7989	62.9889	-0.964016	-0.132429
